Date,Close,Open,High,Low,Volume,Change
"Mar 02, 2017",372.75,375,375.75,370.5,10.94K,-0.80%
"Mar 01, 2017",375.75,366.25,376,365.75,11.27K,2.45%
"Feb 28, 2017",366.75,361.5,378.75,361.25,43.46K,1.80%
"Feb 27, 2017",360.25,364.25,365.5,359.5,227.53K,-1.03%
"Feb 24, 2017",364,365.75,366.75,362.5,217.65K,-0.41%
"Feb 23, 2017",365.5,370.5,371.75,365.25,176.31K,-1.48%
"Feb 22, 2017",371,369.25,372.75,369.25,167.70K,0.47%
"Feb 21, 2017",369.25,368.5,370.75,366.5,192.46K,0.27%
"Feb 17, 2017",368.25,373.25,373.25,368,190.29K,-1.41%
"Feb 16, 2017",373.5,378,380,373,202.51K,-1.39%
"Feb 15, 2017",378.75,374,379,371.75,234.39K,1.20%
"Feb 14, 2017",374.25,375,375.25,373,182.59K,-0.33%
"Feb 13, 2017",375.5,373.5,376.75,371.75,243.36K,0.27%
"Feb 10, 2017",374.5,368.5,375.5,368.5,258.23K,1.35%
"Feb 09, 2017",369.5,369.5,372.75,367.5,302.88K,-0.34%
"Feb 08, 2017",370.75,368,371,366.5,215.52K,0.61%
"Feb 07, 2017",368.5,363.75,369,362.5,201.07K,1.31%
"Feb 06, 2017",363.75,364,368.75,362.5,123.03K,-0.41%
"Feb 03, 2017",365.25,365.75,367.75,364,131.49K,-0.61%
"Feb 02, 2017",367.5,367.5,369.75,366.25,161.84K,-0.20%
"Feb 01, 2017",368.25,360,368.5,358,238.05K,2.36%
"Jan 31, 2017",359.75,358.5,361.25,357.75,144.84K,0.56%
"Jan 30, 2017",357.75,361.5,361.75,355.75,185.50K,-1.31%
"Jan 27, 2017",362.5,363.25,364.25,360.5,131.33K,-0.34%
"Jan 26, 2017",363.75,366,366.75,362,115.94K,-0.68%
"Jan 25, 2017",366.25,363.25,366.75,361,144.57K,0.83%
"Jan 24, 2017",363.25,369.25,371,362.25,198.15K,-1.69%
"Jan 23, 2017",369.5,369.5,370,367.5,145.75K,-0.07%
"Jan 20, 2017",369.75,366,370,365,199.86K,0.96%
"Jan 19, 2017",366.25,364,367.5,362.75,167.43K,0.34%
"Jan 18, 2017",365,364.5,367.75,362.75,210.57K,-0.14%
"Jan 17, 2017",365.5,359,366.5,358.5,317.61K,1.95%
"Jan 13, 2017",358.5,357.5,359.5,355.25,168.02K,0.07%
"Jan 12, 2017",358.25,357,360,353,256.25K,0.28%
"Jan 11, 2017",357.25,357.75,358.25,352,209.46K,-0.28%
"Jan 10, 2017",358.25,359.25,359.5,357.25,134.08K,-0.49%
"Jan 09, 2017",360,359,360.75,355.25,185.76K,0.56%
"Jan 06, 2017",358,360.75,362.5,356.75,166.34K,-0.90%
"Jan 05, 2017",361.25,359.5,362.75,358.5,194.54K,0.42%
"Jan 04, 2017",359.75,355,360,354.75,171.29K,1.12%
"Jan 03, 2017",355.75,352,358.5,351.5,174.70K,1.07%
"Dec 30, 2016",352,349.5,353,347.75,112.01K,0.64%
"Dec 29, 2016",349.75,348.25,351,347.5,92.60K,0.43%
"Dec 28, 2016",348.25,354.25,354.75,347.25,122.29K,-1.90%
"Dec 27, 2016",355,346.5,356,346.25,132.72K,2.68%
"Dec 23, 2016",345.75,347,347.75,345.5,79.91K,-0.43%
"Dec 22, 2016",347.25,347.25,348,346,97.05K,0.00%
"Dec 21, 2016",347.25,350,351.25,346.75,105.21K,-0.86%
"Dec 20, 2016",350.25,353.25,353.75,349.25,103.80K,-0.85%
"Dec 19, 2016",353.25,356,356.75,351.5,93.94K,-0.84%
"Dec 16, 2016",356.25,356,359,353.5,113.01K,-0.07%
"Dec 15, 2016",356.5,361.5,363,356.25,136.20K,1.35%
"Dec 14, 2016",351.75,356.75,357,353.5,0.52K,-1.26%
"Dec 13, 2016",356.25,355.25,359,353.5,1.37K,0.49%
"Dec 12, 2016",354.5,352.25,355,349.75,2.00K,0.57%
"Dec 09, 2016",352.5,349,352.5,344.5,1.72K,1.73%
"Dec 08, 2016",346.5,350.25,352.75,344.25,1.94K,-1.14%
"Dec 07, 2016",350.5,350.25,351,347.25,2.35K,-0.14%
"Dec 06, 2016",351,348.25,354,348.25,2.55K,0.43%
"Dec 05, 2016",349.5,337.5,350,337.5,4.15K,3.56%
"Dec 02, 2016",337.5,332.75,338,332.75,8.16K,1.73%
"Dec 01, 2016",331.75,337,338.25,331,8.93K,-1.48%
"Nov 30, 2016",336.75,337.25,341.75,336,35.07K,0.00%
"Nov 29, 2016",336.75,348,348.25,335.5,190.80K,-3.37%
"Nov 28, 2016",348.5,349.25,353,346.75,208.95K,-0.21%
"Nov 25, 2016",349.25,349.75,350.75,348.5,176.20K,-0.43%
"Nov 23, 2016",350.75,350.25,351,346.5,190.75K,-0.07%
"Nov 22, 2016",351,349.5,351.75,346,197.45K,0.36%
"Nov 21, 2016",349.75,345.25,350,344.75,169.05K,1.23%
"Nov 18, 2016",345.5,342,346.75,340.5,171.45K,1.02%
"Nov 17, 2016",342,339,343.5,338.25,192.49K,1.03%
"Nov 16, 2016",338.5,341.5,343.5,338.5,145.24K,-0.88%
"Nov 15, 2016",341.5,337,342.25,335.75,190.52K,1.26%
"Nov 14, 2016",337.25,340.5,341,335.5,181.71K,-0.88%
"Nov 11, 2016",340.25,343.25,345,339,212.98K,-0.95%
"Nov 10, 2016",343.5,341.5,346.5,340.25,261.28K,0.81%
"Nov 09, 2016",340.75,353,355,340.5,323.41K,-3.81%
"Nov 08, 2016",354.25,346,356.5,345,351.91K,2.31%
"Nov 07, 2016",346.25,348,349.5,345,200.74K,-0.72%
"Nov 04, 2016",348.75,348,349.75,345.5,126.19K,0.22%
"Nov 03, 2016",348,346.25,348.75,345,138.70K,0.51%
"Nov 02, 2016",346.25,348.75,350.5,344.25,217.59K,-0.79%
"Nov 01, 2016",349,354.75,354.75,347.25,219.27K,-1.62%
"Oct 31, 2016",354.75,355,358,352.25,171.94K,-0.07%
"Oct 28, 2016",355,357.5,358.25,354.25,122.85K,-0.70%
"Oct 27, 2016",357.5,353.75,358.5,352.25,197.47K,0.99%
"Oct 26, 2016",354,349.25,355.75,349,170.68K,1.36%
"Oct 25, 2016",349.25,348.25,352.25,347.25,127.78K,0.29%
"Oct 24, 2016",348.25,351.5,354.5,346.25,152.70K,-1.21%
"Oct 21, 2016",352.5,351.25,354.25,350.5,115.81K,0.43%
"Oct 20, 2016",351,357.5,359.25,349.25,173.30K,-1.82%
"Oct 19, 2016",357.5,353.5,358,351,168.84K,1.06%
"Oct 18, 2016",353.75,354.25,357.5,351.5,140.47K,-0.07%
"Oct 17, 2016",354,353,357.75,350.25,150.35K,-0.07%
"Oct 14, 2016",354.25,349.5,358.75,348.75,275.68K,1.36%
"Oct 13, 2016",349.5,337.5,349.75,337.25,216.23K,3.71%
"Oct 12, 2016",337,345,348.5,336.5,219.04K,-2.46%
"Oct 11, 2016",345.5,343,347,341,148.30K,0.66%
"Oct 10, 2016",343.25,339.5,344.25,339.25,112.53K,1.03%
"Oct 07, 2016",339.75,340.75,344.75,339.5,173.88K,-0.22%
"Oct 06, 2016",340.5,347.25,347.75,338.5,178.13K,-2.08%
"Oct 05, 2016",347.75,347.75,349.25,345.25,142.71K,-0.14%
"Oct 04, 2016",348.25,345,349,343.5,158.04K,0.65%
"Oct 03, 2016",346,336.25,347.75,335.25,234.81K,2.75%
"Sep 30, 2016",336.75,329,337.5,325,258.97K,2.28%
"Sep 29, 2016",329.25,329.75,333.5,328,119.73K,0.00%
"Sep 28, 2016",329.25,331.75,332.5,328.75,107.53K,-0.75%
"Sep 27, 2016",331.75,329.25,332.5,327.25,147.07K,0.84%
"Sep 26, 2016",329,334,336.5,328.5,160.54K,-2.23%
"Sep 23, 2016",336.5,336,338.5,333.75,150.67K,-0.07%
"Sep 22, 2016",336.75,339.25,341.5,334.75,122.26K,-0.96%
"Sep 21, 2016",340,339,341,338,101.26K,-0.15%
"Sep 20, 2016",340.5,336,342.25,335,127.94K,0.96%
"Sep 19, 2016",337.25,337.25,340,332.25,139.74K,0.07%
"Sep 16, 2016",337,329,338.25,327.5,165.29K,2.12%
"Sep 15, 2016",330,331.5,334.75,327.5,131.02K,2.40%
"Sep 14, 2016",322.25,320.5,320.5,317.5,0.04K,0.94%
"Sep 13, 2016",319.25,329.25,330,320.25,0.71K,-3.04%
"Sep 12, 2016",329.25,329.25,330.5,326,1.20K,-0.23%
"Sep 09, 2016",330,326.5,330.5,323.75,0.78K,0.92%
"Sep 08, 2016",327,322,326.75,321.5,1.48K,1.87%
"Sep 07, 2016",321,316.25,322,315,2.57K,1.34%
"Sep 06, 2016",316.75,316,317.75,312.25,2.46K,0.08%
"Sep 02, 2016",316.5,311,317.75,311,3.41K,1.77%
"Sep 01, 2016",311,302,311.5,301.75,11.50K,3.15%
"Aug 31, 2016",301.5,304,307.25,301,25.26K,-0.82%
"Aug 30, 2016",304,311.75,312.75,303.5,132.22K,-2.49%
"Aug 29, 2016",311.75,316.25,318.75,310.75,128.34K,-1.42%
"Aug 26, 2016",316.25,323.5,325.25,315.75,98.58K,-2.24%
"Aug 25, 2016",323.5,327,328.5,322.25,94.42K,-1.22%
"Aug 24, 2016",327.5,328.25,330.5,325.5,77.91K,-0.30%
"Aug 23, 2016",328.5,333,333,326.5,90.24K,-1.43%
"Aug 22, 2016",333.25,333.75,334.5,330.5,71.84K,-0.30%
"Aug 19, 2016",334.25,332.25,334.75,330,85.60K,0.68%
"Aug 18, 2016",332,330,333,326.5,72.27K,0.53%
"Aug 17, 2016",330.25,327.25,330.75,327,103.66K,0.84%
"Aug 16, 2016",327.5,326.75,329,324.25,78.80K,0.31%
"Aug 15, 2016",326.5,321.25,329,321,75.70K,1.32%
"Aug 12, 2016",322.25,320.5,323,312,146.08K,0.39%
"Aug 11, 2016",321,322.25,323.75,320.5,125.76K,-0.47%
"Aug 10, 2016",322.5,322,325.5,321.25,148.92K,0.08%
"Aug 09, 2016",322.25,325.25,326.75,322,121.42K,-0.92%
"Aug 08, 2016",325.25,324.25,328,322.5,148.92K,0.31%
"Aug 05, 2016",324.25,320.5,325,320,139.53K,1.09%
"Aug 04, 2016",320.75,325,326.75,320.5,83.08K,-1.31%
"Aug 03, 2016",325,323.75,328.75,322.25,91.70K,0.23%
"Aug 02, 2016",324.25,325.25,327.5,319.5,120.08K,-0.46%
"Aug 01, 2016",325.75,332.5,333.75,325.5,83.57K,-2.62%
"Jul 29, 2016",334.5,331.25,335,328.75,102.31K,0.98%
"Jul 28, 2016",331.25,335.75,338.5,329,88.78K,-1.34%
"Jul 27, 2016",335.75,332.5,338,331.75,81.05K,0.98%
"Jul 26, 2016",332.5,333.5,336.5,331,95.06K,-0.67%
"Jul 25, 2016",334.75,335,338.25,330.25,92.72K,-0.07%
"Jul 22, 2016",335,334.5,336.75,326.75,101.55K,0.22%
"Jul 21, 2016",334.25,337.75,341.75,332.75,92.50K,-0.96%
"Jul 20, 2016",337.5,344.25,346.5,335,111.93K,-1.24%
"Jul 19, 2016",341.75,356.5,356.5,341.5,88.39K,-4.27%
"Jul 18, 2016",357,352.25,357.5,348.25,84.62K,1.35%
"Jul 15, 2016",352.25,356.5,361,343,104.62K,-2.76%
"Jul 14, 2016",362.25,369.5,374.5,360,0.23K,-0.96%
"Jul 13, 2016",365.75,353,372.75,348.5,0.67K,4.57%
"Jul 12, 2016",349.75,343,350.25,339.75,0.39K,1.75%
"Jul 11, 2016",343.75,354.25,354.75,341.75,1.16K,-1.72%
"Jul 08, 2016",349.75,337.25,349,336.75,1.16K,4.25%
"Jul 07, 2016",335.5,338.5,348,334.5,2.55K,-0.07%
"Jul 06, 2016",335.75,344.75,346.5,333,4.29K,-2.40%
"Jul 05, 2016",344,348,350.5,333.75,4.79K,-2.55%
"Jul 01, 2016",353,360.75,362.25,351.75,6.93K,-1.60%
"Jun 30, 2016",358.75,375,377.5,355.75,37.49K,-3.76%
"Jun 29, 2016",372.75,385.5,387.25,372.25,99.43K,-3.24%
"Jun 28, 2016",385.25,383,398.25,382.5,121.38K,0.00%
"Jun 27, 2016",385.25,384.25,392,383,123.57K,0.20%
"Jun 24, 2016",384.5,387.5,390,373.5,180.56K,-0.71%
"Jun 23, 2016",387.25,392,392.75,384,164.76K,-1.46%
"Jun 22, 2016",393,396.5,401,392.25,211.88K,-0.82%
"Jun 21, 2016",396.25,420.5,422.25,396.25,292.42K,-5.93%
"Jun 20, 2016",421.25,435.5,435.75,420.5,204.94K,-3.77%
"Jun 17, 2016",437.75,425,438.25,423.5,179.12K,2.94%
"Jun 16, 2016",425.25,426.25,429.75,420.5,196.40K,-0.87%
"Jun 15, 2016",429,435.75,439,428.5,186.44K,-1.72%
"Jun 14, 2016",436.5,429.5,436.75,423.5,236.33K,1.51%
"Jun 13, 2016",430,427.5,438,427.5,304.09K,1.65%
"Jun 10, 2016",423,426.5,437,420,291.07K,-0.82%
"Jun 09, 2016",426.5,430.25,430.25,423.25,262.53K,-1.10%
"Jun 08, 2016",431.25,427.25,439.25,426.5,342.76K,0.82%
"Jun 07, 2016",427.75,426.25,428,422.5,273.08K,0.12%
"Jun 06, 2016",427.25,419.75,427.5,419.25,223.12K,2.15%
"Jun 03, 2016",418.25,414,419.25,410.5,183.28K,0.72%
"Jun 02, 2016",415.25,413.75,419.5,412.5,223.63K,0.36%
"Jun 01, 2016",413.75,404.25,414,401,213.03K,2.22%
"May 31, 2016",404.75,412.5,413,404,205.69K,-1.94%
"May 27, 2016",412.75,408,413.5,406.5,174.31K,1.10%
"May 26, 2016",408.25,404,409.25,400,223.71K,0.86%
"May 25, 2016",404.75,396.5,405,395.75,170.81K,1.82%
"May 24, 2016",397.5,397.25,403.25,394.5,160.51K,-0.06%
"May 23, 2016",397.75,394,399.25,391,156.43K,0.82%
"May 20, 2016",394.5,390,396.75,389,177.95K,1.15%
"May 19, 2016",390,397.5,397.75,385.5,229.12K,-2.38%
"May 18, 2016",399.5,397,400.5,394,184.09K,0.63%
"May 17, 2016",397,392.5,398,391.75,193.69K,0.76%
"May 16, 2016",394,390.25,394.25,386.25,161.78K,3.14%
"May 13, 2016",382,380.25,385.5,380.25,0.29K,-0.84%
"May 12, 2016",385.25,374.75,386,374.5,0.79K,3.01%
"May 11, 2016",374,378.5,381,371.75,1.09K,-1.19%
"May 10, 2016",378.5,367.75,383,367,0.84K,2.92%
"May 09, 2016",367.75,379.5,379.5,367,1.04K,-2.19%
"May 06, 2016",376,372.25,377.5,372.25,1.55K,1.14%
"May 05, 2016",371.75,374.5,376.75,368.5,2.45K,-0.40%
"May 04, 2016",373.25,376.5,377.75,372.5,10.04K,-1.32%
"May 03, 2016",378.25,390.25,393.5,375.75,5.54K,-3.07%
"May 02, 2016",390.25,388.75,391,383.5,8.37K,0.00%
"Apr 29, 2016",390.25,387,392,385,20.11K,0.84%
"Apr 28, 2016",387,379.75,390.75,378.5,74.35K,1.64%
"Apr 27, 2016",380.75,382,382.75,377,89.20K,-0.39%
"Apr 26, 2016",382.25,377.25,383,374,110.84K,1.39%
"Apr 25, 2016",377,371.25,385,368.5,123.10K,1.41%
"Apr 22, 2016",371.75,384.25,384.25,370.5,174.98K,-3.32%
"Apr 21, 2016",384.5,394,402,383.25,191.43K,-2.60%
"Apr 20, 2016",394.75,384.5,395.5,383.25,217.78K,2.67%
"Apr 19, 2016",384.5,380,386,380,280.51K,0.92%
"Apr 18, 2016",381,375.25,384,375,222.14K,0.66%
"Apr 15, 2016",378.5,373.5,380.5,372,295.45K,1.20%
"Apr 14, 2016",374,373,374.5,369.75,296.75K,0.13%
"Apr 13, 2016",373.5,363,374.75,363,392.88K,2.96%
"Apr 12, 2016",362.75,357,365.5,356.75,341.62K,1.68%
"Apr 11, 2016",356.75,362,362.25,356,249.69K,-1.52%
"Apr 08, 2016",362.25,361.5,362.75,359,227.92K,0.21%
"Apr 07, 2016",361.5,357.75,362,357.5,281.79K,0.98%
"Apr 06, 2016",358,356.75,359,355,174.26K,0.35%
"Apr 05, 2016",356.75,354.5,357,353.5,208.62K,0.63%
"Apr 04, 2016",354.5,353.75,355,350.75,183.74K,0.14%
"Apr 01, 2016",354,351.75,354.5,347.25,268.65K,0.71%
"Mar 31, 2016",351.5,366.75,367.25,347.5,522.43K,-4.22%
"Mar 30, 2016",367,372.5,374,366.75,214.61K,-1.61%
"Mar 29, 2016",373,370.5,373,368.5,174.31K,0.67%
"Mar 28, 2016",370.5,369.5,372,367.75,127.56K,0.14%
"Mar 24, 2016",370,368.75,370.25,367.25,146.17K,0.41%
"Mar 23, 2016",368.5,369.75,370,366,126.70K,-0.41%
"Mar 22, 2016",370,369,371.75,368.75,148.11K,0.14%
"Mar 21, 2016",369.5,366.5,370,365.75,109.50K,0.68%
"Mar 18, 2016",367,368,369.25,366,96.10K,-0.41%
"Mar 17, 2016",368.5,368.25,372,366.5,197.30K,0.07%
"Mar 16, 2016",368.25,367.75,368.5,366,104.23K,-0.07%
"Mar 15, 2016",368.5,367.75,369.25,366.25,111.21K,0.48%
"Mar 14, 2016",366.75,366,367.75,364.25,0.39K,0.20%
"Mar 11, 2016",366,362.5,366.25,362.25,1.78K,0.97%
"Mar 10, 2016",362.5,358.5,363,357.75,0.80K,0.97%
"Mar 09, 2016",359,358.75,360,356,1.75K,0.07%
"Mar 08, 2016",358.75,355,361,354.25,1.19K,1.06%
"Mar 07, 2016",355,357.5,358.5,354.5,1.17K,0.14%
"Mar 04, 2016",354.5,354,357.75,353.5,2.34K,0.21%
"Mar 03, 2016",353.75,354,355.5,351.75,4.11K,-0.21%
"Mar 02, 2016",354.5,353.75,355.5,352.5,2.36K,0.21%
"Mar 01, 2016",353.75,353.5,355,353,11.13K,0.07%
"Feb 29, 2016",353.5,355,357,353,23.04K,-0.28%
"Feb 26, 2016",354.5,355.5,356.25,352.5,120.56K,-0.28%
"Feb 25, 2016",355.5,359.75,361.5,355,147.06K,-1.18%
"Feb 24, 2016",359.75,362,362.75,358.75,170.41K,-0.62%
"Feb 23, 2016",362,367,367.25,361.5,127.84K,-1.50%
"Feb 22, 2016",367.5,366.5,369.25,366.25,218.97K,0.55%
"Feb 19, 2016",365.5,365.25,367.5,364.75,197.44K,0.00%
"Feb 18, 2016",365.5,367,368,365.25,231.65K,-0.48%
"Feb 17, 2016",367.25,362.75,367.5,362,174.34K,1.17%
"Feb 16, 2016",363,359.75,363.5,359,213.50K,1.18%
"Feb 12, 2016",358.75,361,362,358.25,183.83K,-0.42%
"Feb 11, 2016",360.25,360,363.25,358.5,219.26K,0.00%
"Feb 10, 2016",360.25,361,361.75,359.25,148.37K,-0.21%
"Feb 09, 2016",361,362.25,362.75,359.25,262.40K,-0.35%
"Feb 08, 2016",362.25,366,367,361.5,222.97K,-0.96%
"Feb 05, 2016",365.75,369,369.5,365.5,232.06K,-0.75%
"Feb 04, 2016",368.5,371,373.5,368,181.87K,-0.67%
"Feb 03, 2016",371,372,373.25,370.25,156.55K,-0.40%
"Feb 02, 2016",372.5,371.25,373.75,369,203.48K,0.34%
"Feb 01, 2016",371.25,371,371.75,367.75,144.22K,-0.20%
"Jan 29, 2016",372,365.25,372.5,365,220.97K,1.78%
"Jan 28, 2016",365.5,368.75,370.25,365,180.82K,-1.02%
"Jan 27, 2016",369.25,368.75,371,367.5,176.39K,0.00%
"Jan 26, 2016",369.25,369.25,372,367,167.69K,-0.14%
"Jan 25, 2016",369.75,370,373,368,153.21K,-0.14%
"Jan 22, 2016",370.25,366.75,371.5,366.5,163.78K,0.89%
"Jan 21, 2016",367,368.75,372,365.5,245.07K,-0.47%
"Jan 20, 2016",368.75,367.5,369.25,365.25,193.97K,0.27%
"Jan 19, 2016",367.75,364,369.5,364,227.11K,1.24%
"Jan 18, 2016",363.25,363.25,363.25,363.25,-,0.03%
"Jan 17, 2016",363.13,363.13,363.13,363.13,-,-0.03%
"Jan 15, 2016",363.25,358,363.5,356,179.66K,1.47%
"Jan 14, 2016",358,357.75,360.25,355.5,163.85K,0.00%
"Jan 13, 2016",358,356,360.75,355.5,216.87K,0.35%
"Jan 12, 2016",356.75,352,363.75,349.5,298.18K,1.42%
"Jan 11, 2016",351.75,357,357.25,349.5,174.49K,-1.47%
"Jan 08, 2016",357,353,357.75,352.75,178.65K,1.13%
"Jan 07, 2016",353,353.25,354.25,348.5,151.66K,-0.07%
"Jan 06, 2016",353.25,353.5,354.75,350.25,138.86K,0.07%
"Jan 05, 2016",353,352.75,356,351.75,147.26K,0.43%
"Jan 04, 2016",351.5,359.5,360,350.5,188.75K,-2.02%
"Dec 31, 2015",358.75,358.5,360.25,357.5,77.00K,-0.07%
"Dec 30, 2015",359,362.5,364,358,102.10K,-0.97%
"Dec 29, 2015",362.5,361,363,357,123.50K,0.42%
"Dec 28, 2015",361,363.75,365.5,360.5,101.01K,-0.99%
"Dec 27, 2015",364.63,364.63,364.63,364.63,-,0.03%
"Dec 24, 2015",364.5,365,365.75,363.5,57.48K,-0.27%
"Dec 23, 2015",365.5,366.5,367.75,364.5,95.52K,-0.20%
"Dec 22, 2015",366.25,372,374.5,366,124.22K,-1.55%
"Dec 21, 2015",372,374,377,369.75,129.72K,-0.67%
"Dec 18, 2015",374.5,374.25,379.5,372.75,180.30K,0.07%
"Dec 17, 2015",374.25,370.25,375,362.5,269.29K,1.22%
"Dec 16, 2015",369.75,377,377.75,369.25,159.02K,-1.99%
"Dec 15, 2015",377.25,378.25,379.5,375.75,103.75K,-1.18%
"Dec 14, 2015",381.75,373.5,381.75,373.5,1.01K,2.35%
"Dec 11, 2015",373,377,378.75,372.75,2.06K,-1.13%
"Dec 10, 2015",377.25,372.5,379.25,371.75,2.95K,1.48%
"Dec 09, 2015",371.75,370.75,376.75,368.5,3.55K,0.47%
"Dec 08, 2015",370,369,371,367.25,3.12K,0.41%
"Dec 07, 2015",368.5,375.75,376,368,3.40K,-2.06%
"Dec 04, 2015",376.25,370,376.5,369.75,4.95K,1.62%
"Dec 03, 2015",370.25,363.75,371.25,361.25,11.68K,1.72%
"Dec 02, 2015",364,367,367,363.5,4.78K,-0.82%
"Dec 01, 2015",367,365.25,368.75,364.5,10.60K,0.55%
"Nov 30, 2015",365,359.75,366,359.25,33.64K,1.60%
"Nov 27, 2015",359.25,365.25,365.75,358.75,73.10K,-1.84%
"Nov 25, 2015",366,364.25,366.5,364,147.25K,0.48%
"Nov 24, 2015",364.25,367,367.25,364,163.37K,-0.82%
"Nov 23, 2015",367.25,362.5,367.5,360,177.57K,1.10%
"Nov 20, 2015",363.25,363.5,366.5,362,188.67K,-0.27%
"Nov 19, 2015",364.25,361.75,365.5,360.25,175.84K,0.69%
"Nov 18, 2015",361.75,362,364.25,358.5,245.40K,-0.07%
"Nov 17, 2015",362,360,362.5,358.25,195.76K,0.56%
"Nov 16, 2015",360,358.25,360.75,357.25,139.16K,0.49%
"Nov 13, 2015",358.25,361.5,362.25,358,165.82K,-1.04%
"Nov 12, 2015",362,361.75,363.5,359.25,264.49K,-0.07%
"Nov 11, 2015",362.25,360.5,363.5,359.5,274.52K,0.91%
"Nov 10, 2015",359,367,367.75,356,428.76K,-2.11%
"Nov 09, 2015",366.75,372.75,375.5,366.5,295.99K,-1.68%
"Nov 06, 2015",373,374.75,375.25,370,218.10K,-0.40%
"Nov 05, 2015",374.5,379.5,379.75,373.75,241.09K,-1.58%
"Nov 04, 2015",380.5,379.5,383.5,376.5,245.05K,0.00%
"Nov 03, 2015",380.5,376.5,382.25,375.75,247.28K,1.06%
"Nov 02, 2015",376.5,381.25,381.75,376,173.28K,-1.50%
"Oct 30, 2015",382.25,379.75,383.75,378.75,152.85K,0.59%
"Oct 29, 2015",380,376,380.5,375.5,146.18K,1.06%
"Oct 28, 2015",376,379.75,380.75,375.75,153.09K,-1.05%
"Oct 27, 2015",380,384,387.5,379,205.74K,-1.17%
"Oct 26, 2015",384.5,380,385.75,378,200.13K,1.25%
"Oct 23, 2015",379.75,377.75,380,375,171.65K,0.40%
"Oct 22, 2015",378.25,380.25,383.5,377.5,132.71K,-0.66%
"Oct 21, 2015",380.75,377,381,375.5,215.67K,1.06%
"Oct 20, 2015",376.75,372.75,377.75,372,169.21K,1.01%
"Oct 19, 2015",373,377.25,377.5,372.5,120.05K,-1.00%
"Oct 16, 2015",376.75,375.5,378,372.5,142.26K,0.33%
"Oct 15, 2015",375.5,378.75,379.5,375,123.42K,-0.92%
"Oct 14, 2015",379,384.5,386.75,378.5,137.52K,-1.43%
"Oct 13, 2015",384.5,381,384.75,379,148.07K,0.98%
"Oct 12, 2015",380.75,381.5,385.25,380.25,134.60K,-0.52%
"Oct 09, 2015",382.75,391,394.25,381.5,262.77K,-2.17%
"Oct 08, 2015",391.25,394.75,395.75,390.5,131.35K,-1.14%
"Oct 07, 2015",395.75,397.5,399.75,393.75,146.39K,-0.63%
"Oct 06, 2015",398.25,392.75,399,391.75,190.31K,1.21%
"Oct 05, 2015",393.5,389.25,394,388.75,113.45K,1.09%
"Oct 02, 2015",389.25,388,391.5,384,164.40K,0.13%
"Oct 01, 2015",388.75,387.75,393,385,136.43K,0.26%
"Sep 30, 2015",387.75,389,394.5,383.5,268.86K,-0.32%
"Sep 29, 2015",389,387.25,389.5,385,128.65K,0.58%
"Sep 28, 2015",386.75,388.75,392.5,383.75,143.67K,-0.58%
"Sep 25, 2015",389,381.25,389.5,381,143.04K,1.97%
"Sep 24, 2015",381.5,382.75,384,379.25,106.34K,-0.46%
"Sep 23, 2015",383.25,379.5,384.5,379,99.20K,0.72%
"Sep 22, 2015",380.5,384,384.5,377.25,125.42K,-1.04%
"Sep 21, 2015",384.5,376.5,385.5,375,148.75K,1.92%
"Sep 18, 2015",377.25,380,382.5,376.5,122.70K,-0.66%
"Sep 17, 2015",379.75,385.25,385.5,379.25,100.75K,-1.62%
"Sep 16, 2015",386,390,391,383,136.52K,-1.15%
"Sep 15, 2015",390.5,392.75,395,388.75,137.58K,3.03%
"Sep 14, 2015",379,377.5,381,375,0.74K,1.20%
"Sep 11, 2015",374.5,361.75,374.75,357,2.23K,3.52%
"Sep 10, 2015",361.75,356,362.25,355.5,2.09K,1.47%
"Sep 09, 2015",356.5,353.25,359.25,353.25,4.07K,0.42%
"Sep 08, 2015",355,354.25,355.5,351,4.76K,1.57%
"Sep 04, 2015",349.5,348,351,346.75,5.79K,0.50%
"Sep 03, 2015",347.75,354,354.5,347.25,8.52K,-1.77%
"Sep 02, 2015",354,356.75,358,351.25,8.73K,-0.56%
"Sep 01, 2015",356,362.5,362.5,355.25,14.22K,-2.13%
"Aug 31, 2015",363.75,362.25,365.25,359.75,26.93K,0.14%
"Aug 28, 2015",363.25,362.5,368.75,362.25,121.53K,-0.14%
"Aug 27, 2015",363.75,362.5,367.25,360.25,128.43K,0.55%
"Aug 26, 2015",361.75,365.25,369,361.5,82.91K,-1.03%
"Aug 25, 2015",365.5,368,375,363.75,110.03K,-0.88%
"Aug 24, 2015",368.75,365,370.25,354,157.28K,0.96%
"Aug 21, 2015",365.25,370.25,372.5,364,96.22K,-1.55%
"Aug 20, 2015",371,367,371.75,367,106.84K,1.02%
"Aug 19, 2015",367.25,366,372,365.75,95.77K,0.27%
"Aug 18, 2015",366.25,363,368.25,361.75,92.42K,0.83%
"Aug 17, 2015",363.25,363.5,368,361.25,96.02K,-0.21%
"Aug 14, 2015",364,363.75,365.75,359.75,121.63K,0.07%
"Aug 13, 2015",363.75,358.25,364.75,355.25,171.46K,1.82%
"Aug 12, 2015",357.25,377,382.75,346.5,213.76K,-5.11%
"Aug 11, 2015",376.5,388.5,388.5,376,150.14K,-3.52%
"Aug 10, 2015",390.25,374,391.5,373.75,179.13K,4.69%
"Aug 07, 2015",372.75,370,375,366.5,135.95K,0.81%
"Aug 06, 2015",369.75,372.5,375,369.25,90.80K,-0.80%
